submission_id,submission_date,gender,age,geography,financial_situation,education,employment_status,submission_state,are_there_children_0_to_2_yrs_out_of_educational_system,were_children_3_to_17_yrs_enrolled_and_did_not_return_to_school,are_there_children_who_stopped_enrolling_in_primary_education,are_there_children_who_stopped_enrolling_in_secondary_education,are_children_attending_face_to_face_classes,can_children_observe_deterioration_of_basic_services_of_school,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_teachers_at_scheduled_class_hours,are_children_3_to_17_yrs_dealing_with_irregular_school_activity,are_children_being_teached_by_unqualified_people,did_teachers_leave_the_educational_system,do_school_and_the_teachers_have_internet_connection,do_children_have_internet_connection,do_children_3_to_17_yrs_miss_virtual_class_due_to_lack_of_electricity,does_home_shows_severe_deficit_of_electricity,does_home_shows_severe_deficit_of_internet,do_children_3_to_17_yrs_miss_class_or_in_lower_grade,are_children_promoted_with_a_modality_different_from_formal_evaluation
6616470296723456,2021-03-29,Male,Over 45 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Some technical education (e.g polytechnic school),I am retired,Nueva Esparta,0,0,0,0,0,1,No,There are not enough,1,0,1,0,0,1,0,0,0,1
5146913900068864,2021-03-14,Male,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Nueva Esparta,0,1,0,0,0,1,No,There are not enough,0,0,1,1,1,1,0,0,0,0
5525018326073344,2021-03-16,Female,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am unemployed,Nueva Esparta,0,1,0,1,0,1,No,Irregularly,1,1,0,0,1,1,0,0,0,1
5263409854808064,2021-03-22,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Nueva Esparta,1,1,0,0,1,1,No,Irregularly,0,1,1,1,1,0,0,0,1,0
5839455700385792,2021-03-17,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Monagas,0,0,0,0,0,1,No,Irregularly,1,0,1,0,1,0,0,0,0,0
5222703429844992,2021-03-14,Female,26 to 35 years old,Rural,I cannot afford enough food for my family,University or college degree completed,"I work part-time, either as an employee or self-employed",Monagas,0,1,1,0,0,1,No,Irregularly,0,0,0,1,1,1,0,0,0,0
5243446846816256,2021-03-21,Female,16 to 25 years old,Rural,I cannot afford enough food for my family,Some university or college,None of the above,Monagas,0,1,1,1,0,1,No,There are enough,0,1,1,1,1,1,0,0,0,0
5094919562854400,2021-03-13,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Post-graduate education,"I work part-time, either as an employee or self-employed",Monagas,0,0,0,0,0,1,No,Irregularly,1,0,1,0,0,0,0,0,0,0
4682967908876288,2021-03-27,Male,26 to 35 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Monagas,1,1,0,0,0,1,No,There are not enough,1,0,1,1,0,0,0,0,1,1
6662974742986752,2021-03-13,Male,Not Available,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Anzoátegui,0,1,0,0,0,1,No,There are enough,0,1,1,0,1,1,0,0,0,1
5225507305291776,2021-03-13,Female,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",Anzoátegui,1,1,0,0,1,1,No,There are not enough,1,0,1,0,1,1,0,0,0,1
5277786989395968,2021-03-13,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Aragua,1,0,0,0,0,1,No,Irregularly,1,1,1,0,0,0,0,0,0,0
6463949582368768,2021-03-13,Male,16 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student,Aragua,0,0,0,0,0,1,Every day,There are not enough,1,1,1,1,0,1,0,0,1,1
5888783869542400,2021-03-17,Female,26 to 35 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Aragua,0,0,0,0,0,0,No,There are enough,0,0,1,1,1,0,0,0,0,1
4680867267215360,2021-03-13,Male,16 to 25 years old,Rural,"I can afford food, but nothing else",Some university or college,I am a student and I work part-time,Zulia,0,0,0,0,0,1,2 days,There are enough,1,0,0,1,1,1,1,0,1,0
4771765216870400,2021-03-13,Male,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Zulia,0,0,0,0,0,1,No,There are not enough,0,0,1,1,1,0,0,0,0,0
6438144814874624,2021-03-15,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some university or college,I am a student and I work part-time,Zulia,1,1,0,1,0,1,No,There are enough,0,1,0,1,1,1,0,0,0,0
5406003171688448,2021-03-18,Female,16 to 25 years old,Rural,I cannot afford enough food for my family,Some secondary school / high school,I am a student,Zulia,1,0,0,1,0,1,No,Irregularly,1,0,0,0,1,1,0,0,0,0
5980166059982848,2021-03-24,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Zulia,0,1,1,0,0,1,No,Irregularly,1,0,1,1,1,1,0,0,1,1
5734906515947520,2021-03-30,Female,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Zulia,0,0,0,0,0,0,No,There are not enough,1,1,1,1,1,0,1,0,0,0
6502537565044736,2021-03-17,Female,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Post-graduate education,"I work part-time, either as an employee or self-employed",Zulia,0,0,0,0,0,1,No,There are not enough,0,0,0,1,1,0,0,0,0,0
6597809485905920,2021-03-13,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,I am unemployed,Zulia,0,0,0,0,1,1,No,There are enough,1,0,1,0,0,0,0,0,0,0
6340705210597376,2021-03-22,Male,16 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,I am a student and I work part-time,Zulia,0,0,0,0,0,1,No,Irregularly,1,1,0,1,1,0,0,0,0,0
4633158032293888,2021-03-16,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Anzoátegui,0,0,0,0,0,1,2 days,There are not enough,0,0,0,0,0,0,0,0,0,1
5033381606981632,2021-03-14,Female,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Anzoátegui,0,1,0,0,1,0,No,There are enough,0,0,0,1,1,0,0,0,0,0
6098790254903296,2021-03-14,Male,Over 45 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Anzoátegui,0,1,0,0,1,0,2 days,There are enough,0,0,0,1,1,1,0,0,0,0
5319978936172544,2021-03-13,Female,26 to 35 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Anzoátegui,0,1,0,0,0,0,No,Irregularly,1,1,1,0,1,1,0,0,0,0
6271176656814080,2021-06-05,Male,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Some secondary school / high school,"I work part-time, either as an employee or self-employed",Anzoátegui,0,1,0,0,0,0,No,There are enough,0,1,0,1,1,0,0,0,0,0
5722070418980864,2021-03-18,Male,36 to 45 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",Anzoátegui,0,1,0,0,0,1,No,There are not enough,1,1,1,0,1,0,0,0,0,1
6733180613951488,2021-03-17,Male,26 to 35 years old,Rural,I cannot afford enough food for my family,University or college degree completed,"I work full-time, either as an employee or self-employed",Anzoátegui,1,0,1,1,1,1,No,Irregularly,1,1,1,0,1,0,0,0,1,0
4670938309459968,2021-03-18,Female,26 to 35 years old,City center or metropolitan area,Prefer not to answer,Some technical education (e.g polytechnic school),"I do housework, fulfilling domestic tasks, looking after children",Anzoátegui,1,1,0,0,0,1,No,Irregularly,0,0,1,1,1,1,1,0,0,0
5625324401590272,2021-03-24,Male,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Some university or college,"I work part-time, either as an employee or self-employed",Anzoátegui,0,1,0,0,0,1,No,There are enough,0,0,0,1,1,0,0,0,0,0
4734273709146112,2021-03-16,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,I am unemployed,Anzoátegui,0,1,1,0,1,1,No,There are enough,1,1,1,0,0,1,0,0,0,0
6014675803439104,2021-03-18,Male,26 to 35 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Anzoátegui,1,0,0,0,0,1,No,Irregularly,1,0,1,0,0,0,1,0,0,0
6339846502350848,2021-03-14,Male,Over 45 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",Anzoátegui,0,1,0,0,0,1,No,There are enough,1,0,0,1,1,1,0,0,0,1
5640282229178368,2021-03-13,Male,26 to 35 years old,Rural,I cannot afford enough food for my family,Some primary education,I am a student and I work part-time,Anzoátegui,0,1,0,1,0,1,No,Irregularly,1,0,1,1,0,1,0,0,0,1
4902091285069824,2021-03-21,Female,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Anzoátegui,1,0,0,0,0,0,No,Irregularly,1,0,1,1,1,1,0,0,0,0
5858920559280128,2021-03-13,Female,26 to 35 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,None of the above,Anzoátegui,0,1,1,0,0,1,No,Irregularly,1,0,0,0,0,0,0,0,0,0
6682235456716800,2021-03-13,Female,26 to 35 years old,Rural,"I can afford food and regular expenses, but nothing else",Some technical education (e.g polytechnic school),"I do housework, fulfilling domestic tasks, looking after children",Anzoátegui,1,1,0,0,0,1,No,There are enough,1,0,1,0,0,1,0,0,1,1
6012600981913600,2021-03-17,Male,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student,Anzoátegui,0,1,0,0,0,1,No,There are not enough,0,0,0,0,0,0,0,0,0,0
4832958904270848,2021-04-03,Male,Over 45 years old,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Anzoátegui,1,0,1,0,0,1,No,There are not enough,1,0,1,0,0,0,0,0,0,0
5190280553955328,2021-03-13,Male,36 to 45 years old,Suburban/Peri-urban,Prefer not to answer,Secondary school/ high school completed,None of the above,Anzoátegui,0,0,0,0,1,1,No,There are not enough,1,0,0,1,1,1,0,0,1,0
5744735833817088,2021-03-13,Male,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Technical school diploma or degree completed,I am unemployed,Anzoátegui,1,1,0,0,0,0,No,Irregularly,1,0,1,1,1,1,1,0,0,1
5419514132168704,2021-03-25,Female,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Anzoátegui,1,1,1,0,0,0,No,There are enough,0,0,0,0,1,0,0,0,1,0
6425807034777600,2021-03-21,Female,26 to 35 years old,Rural,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Anzoátegui,0,0,0,0,0,1,No,There are enough,0,0,0,1,1,0,0,0,0,0
5059559466205184,2021-03-13,Female,36 to 45 years old,Rural,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),"I do housework, fulfilling domestic tasks, looking after children",Anzoátegui,0,1,1,0,0,1,No,There are enough,1,1,1,1,0,0,0,0,0,0
5209789385932800,2021-04-01,Male,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Anzoátegui,0,1,0,0,0,1,No,Irregularly,0,0,0,1,1,1,0,0,0,0
5325388984352768,2021-03-20,Female,Over 45 years old,Rural,I cannot afford enough food for my family,Some primary education,I am unable to work due to long-term illness or disability,Anzoátegui,0,1,0,0,0,0,No,There are enough,0,0,0,0,0,1,0,0,1,0
6379209944727552,2021-03-15,Male,36 to 45 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Anzoátegui,1,0,0,0,0,1,No,There are enough,0,0,1,1,1,0,0,0,0,0
5689263042854912,2021-03-19,Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student,Anzoátegui,1,0,0,0,0,1,No,Irregularly,1,1,1,0,1,1,0,0,0,0
4976270420213760,2021-03-14,Male,Over 45 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,"I work part-time, either as an employee or self-employed",Anzoátegui,0,0,0,0,1,1,No,There are enough,0,1,1,1,1,0,0,0,0,1
4586371879796736,2021-03-18,Male,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student and I work part-time,Anzoátegui,0,1,0,1,0,1,No,Irregularly,1,0,1,0,1,0,0,0,0,1
6591961820823552,2021-03-13,Male,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Anzoátegui,0,1,1,1,0,1,No,Irregularly,0,0,1,1,1,0,0,0,0,0
5768810736123904,2021-03-13,Female,16 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student,Anzoátegui,0,0,0,0,0,1,No,There are enough,0,1,0,1,0,0,0,0,0,1
6396122854850560,2021-03-13,Female,26 to 35 years old,Suburban/Peri-urban,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Anzoátegui,0,0,0,0,0,1,No,Irregularly,1,0,1,0,1,0,0,0,0,1
5116613274894336,2021-03-14,Female,16 to 25 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work full-time, either as an employee or self-employed",Anzoátegui,1,1,1,0,0,1,No,Irregularly,1,1,1,1,1,1,0,0,0,1
6012916745895936,2021-03-16,Female,36 to 45 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,I am unemployed,Anzoátegui,0,0,1,1,0,1,No,There are not enough,1,0,1,0,1,0,0,0,0,0
5816663785340928,2021-03-13,Female,16 to 25 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Some university or college,"I work full-time, either as an employee or self-employed",Anzoátegui,1,0,0,0,0,0,No,There are not enough,0,0,0,0,0,0,0,0,0,0
6224422209060864,2021-03-14,Male,36 to 45 years old,Rural,"I can afford food, but nothing else",Some secondary school / high school,"I work part-time, either as an employee or self-employed",Anzoátegui,1,1,0,0,0,0,No,Irregularly,0,1,0,0,0,0,0,0,0,1
5517217658830848,2021-03-19,Female,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Anzoátegui,0,0,0,0,0,0,No,There are enough,0,0,0,1,1,0,0,0,0,0
6148767433883648,2021-03-13,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),I am unemployed,Anzoátegui,1,1,0,0,0,0,No,Irregularly,0,0,1,1,1,0,0,0,0,1
5323436166742016,2021-03-23,Female,16 to 25 years old,Suburban/Peri-urban,"I can comfortably afford food, clothes, and furniture, and I have savings",Post-graduate education,"I work full-time, either as an employee or self-employed",Anzoátegui,1,1,1,1,0,1,No,Irregularly,1,0,1,1,1,1,0,0,0,0
5604826133299200,2021-03-14,Female,16 to 25 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work full-time, either as an employee or self-employed",Anzoátegui,1,1,1,1,0,1,No,There are enough,1,0,0,1,1,1,0,0,0,1
4796266193354752,2021-03-22,Female,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Some secondary school / high school,I am a student,Mérida,0,0,1,0,1,0,No,There are not enough,1,0,1,0,0,0,1,0,0,0
4897063757414400,2021-03-24,Male,16 to 25 years old,City center or metropolitan area,Prefer not to answer,Prefer not to answer,None of the above,Mérida,0,0,0,0,0,1,No,Irregularly,1,1,0,1,1,1,0,0,0,0
6192583482277888,2021-03-13,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Post-graduate education,"I work part-time, either as an employee or self-employed",Zulia,1,0,0,0,0,1,2 days,There are not enough,0,0,0,0,0,0,0,0,0,0
4655463408074752,2021-03-13,Male,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,I am retired,Zulia,0,1,0,0,0,0,No,Irregularly,1,0,1,1,1,1,0,0,0,0
5199033596641280,2021-03-13,Female,26 to 35 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,I am unemployed,Zulia,1,0,0,0,0,0,No,There are enough,0,0,0,1,1,1,0,0,0,0
4640912797073408,2021-03-13,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),I am unemployed,Zulia,1,0,0,0,0,0,No,There are enough,0,0,0,1,1,0,0,0,0,0
6704642972188672,2021-03-13,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Zulia,1,0,0,0,0,1,No,There are enough,0,0,0,1,1,1,0,0,0,0
6478775205494784,2021-03-14,Male,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),I am unemployed,Zulia,1,1,1,1,0,1,No,There are enough,0,0,1,0,1,1,0,0,0,0
6548980740915200,2021-03-13,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Zulia,0,1,0,0,0,1,No,There are not enough,1,1,1,0,0,1,0,0,0,1
5081008767762432,2021-03-13,Male,16 to 25 years old,Rural,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Zulia,1,1,0,1,0,1,No,There are not enough,1,0,1,1,1,1,0,0,1,1
5059197967532032,2021-03-29,Male,16 to 25 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Zulia,1,0,0,0,0,1,No,Irregularly,1,0,1,1,1,0,0,0,0,0
6309086579916800,2021-04-19,Female,26 to 35 years old,Rural,I cannot afford enough food for my family,Some technical education (e.g polytechnic school),I am a student and I work part-time,Falcón,1,1,1,1,1,1,No,Irregularly,1,1,1,0,0,1,1,0,1,1
5886534313312256,2021-03-14,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Zulia,0,0,0,0,0,1,No,Irregularly,1,0,1,1,1,0,0,0,0,0
5647553055162368,2021-03-23,Female,26 to 35 years old,Rural,Prefer not to answer,Secondary school/ high school completed,I am unemployed,Zulia,0,1,0,0,0,1,No,Irregularly,0,0,0,1,1,1,1,0,1,0
4638313737879552,2021-03-13,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",Some secondary school / high school,"I work part-time, either as an employee or self-employed",Miranda,0,1,0,0,1,1,No,Irregularly,0,1,0,0,0,1,0,0,0,0
4836607277662208,2021-03-13,Male,Over 45 years old,Rural,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Miranda,0,0,0,0,0,0,No,There are not enough,0,0,0,0,0,0,0,0,0,0
5668571970797568,2021-03-17,Female,36 to 45 years old,Rural,Prefer not to answer,Technical school diploma or degree completed,I am unemployed,Miranda,0,0,0,0,0,0,No,There are not enough,0,0,1,0,0,0,1,0,0,1
6575666899451904,2021-03-30,Male,16 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Miranda,0,1,0,0,0,0,No,There are enough,0,0,0,1,1,0,0,0,0,0
5910627469230080,2021-03-17,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Miranda,1,0,0,0,0,1,No,Irregularly,0,0,0,1,1,0,0,0,0,0
4594602446422016,2021-03-13,Male,36 to 45 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Miranda,0,1,0,0,0,1,No,Irregularly,1,0,1,1,0,0,0,0,0,0
6495458922070016,2021-03-18,Female,26 to 35 years old,Rural,I cannot afford enough food for my family,Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Miranda,0,1,1,1,0,1,1 day,Irregularly,0,0,1,0,1,0,0,0,0,1
5421102196326400,2021-03-13,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,I am unemployed,Miranda,0,1,0,0,0,1,No,There are enough,0,0,0,0,1,0,0,0,0,1
5084413905076224,2021-03-21,Female,26 to 35 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Some technical education (e.g polytechnic school),I am unemployed,Miranda,0,0,0,0,0,0,No,Irregularly,0,0,0,1,1,1,0,0,0,0
5598705737793536,2021-03-14,Male,36 to 45 years old,Rural,"I can afford food, but nothing else",Some primary education,"I work part-time, either as an employee or self-employed",Miranda,0,0,0,0,0,0,No,There are not enough,1,1,0,1,0,0,1,0,1,1
5893021525868544,2021-03-13,Female,Over 45 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Miranda,0,0,0,0,0,0,No,There are not enough,0,0,0,0,0,0,0,0,0,0
5999521111998464,2021-03-13,Male,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Mérida,0,1,0,0,0,0,No,There are enough,0,0,0,1,1,1,0,0,0,0
6720567016423424,2021-03-22,Male,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",Post-graduate education,"I work full-time, either as an employee or self-employed",Mérida,0,1,0,0,0,1,No,There are enough,0,0,0,1,1,0,0,0,0,0
6498153158410240,2021-03-13,Male,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,"I work part-time, either as an employee or self-employed",Mérida,1,0,0,0,0,0,No,Irregularly,1,1,1,1,0,0,0,0,0,0
5990862994800640,2021-03-18,Male,16 to 25 years old,Rural,"I can afford food and regular expenses, but nothing else",Some university or college,I am a student and I work part-time,Falcón,0,0,0,0,0,1,No,Irregularly,1,0,1,0,1,1,0,0,1,1
5232204501483520,2021-03-13,Male,26 to 35 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Carabobo,1,0,0,0,0,1,No,There are not enough,1,0,1,1,1,0,0,0,0,0
5040109069271040,2021-03-20,Female,16 to 25 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,I am a student,Carabobo,1,0,0,0,0,1,No,Irregularly,1,0,1,0,1,1,1,0,0,0
6304971367907328,2021-03-14,Male,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,Some university or college,I am a student and I work part-time,Zulia,0,1,0,0,0,1,No,Irregularly,1,0,1,0,1,0,0,0,0,1
5441573956616192,2021-03-13,Male,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Some university or college,"I work full-time, either as an employee or self-employed",Carabobo,0,1,0,0,0,1,No,There are not enough,1,0,1,1,1,1,0,0,0,1
6693373850419200,2021-03-13,Prefer not to answer,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student,Zulia,0,1,0,1,0,1,No,There are not enough,1,0,1,0,0,1,0,0,0,1
6109275327037440,2021-03-22,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Technical school diploma or degree completed,I am unemployed,Carabobo,0,0,0,0,0,0,No,There are not enough,1,0,0,1,1,0,0,0,0,0
5648763581628416,2021-03-13,Male,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Carabobo,0,0,0,0,0,1,No,Irregularly,1,1,1,0,1,0,0,0,0,0
4940647424589824,2021-03-13,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Carabobo,1,1,0,0,0,1,No,There are enough,0,0,0,1,1,0,0,0,0,0
5260331034345472,2021-03-14,Male,Over 45 years old,City center or metropolitan area,Prefer not to answer,University or college degree completed,I am unemployed,Carabobo,0,0,0,0,0,1,No,There are enough,0,0,0,1,1,0,0,0,0,0
5151617610678272,2021-04-03,Male,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,I am unemployed,Carabobo,0,0,0,0,0,1,No,Irregularly,1,0,1,0,0,0,1,0,0,1
5662018320465920,2021-03-30,Male,26 to 35 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Cojedes,0,0,0,0,0,1,No,Irregularly,1,0,1,0,0,1,1,0,0,1
4868161865515008,2021-03-13,Male,36 to 45 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work full-time, either as an employee or self-employed",Cojedes,1,1,1,0,0,1,No,Irregularly,1,1,1,1,0,1,0,0,0,1
4780298176036864,2021-03-19,Male,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student,Aragua,0,0,0,0,0,1,No,Irregularly,1,1,0,1,1,0,1,0,1,1
6548438635511808,2021-03-13,Male,Over 45 years old,Rural,"I can afford food and regular expenses, but nothing else",University or college degree completed,I am retired,Aragua,0,0,0,0,0,0,No,Irregularly,0,0,1,1,1,0,0,0,0,0
4849745045749760,2021-03-14,Male,16 to 25 years old,Suburban/Peri-urban,Prefer not to answer,Secondary school/ high school completed,I am a student,Aragua,1,1,1,1,0,1,2 days,There are not enough,0,0,1,1,1,1,0,0,0,1
6294366942658560,2021-03-19,Male,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Bolívar,0,1,0,0,0,1,No,Irregularly,1,0,1,0,0,1,0,0,1,1
5152199310311424,2021-03-16,Female,26 to 35 years old,Rural,I cannot afford enough food for my family,Technical school diploma or degree completed,I am unemployed,Bolívar,1,1,0,1,0,0,No,There are enough,0,1,0,1,1,0,0,0,0,0
4661992748220416,2021-04-02,Male,Over 45 years old,Rural,"I can afford food, but nothing else",Primary school completed,I am a student,Bolívar,0,0,0,0,1,1,No,There are enough,0,0,0,0,1,0,0,0,0,0
4844454703005696,2021-03-23,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Bolívar,0,1,0,0,0,1,No,Irregularly,1,1,1,1,1,1,0,0,0,1
